UCI_ID;Age;Sexe;NationaliteCod;Club_Cod;Club_Nom;Dept_Cod;Dept_Nom;Region_Code;Region_Nom;Saison;Categorie;SousCategorie;Discipline
="10057492688";="13";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="10056994453";="17";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Elite";="";="BMX Race"
="10108851360";="13";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="10146783717";="5";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10026052867";="25";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="BMX Race"
="10145506246";="5";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10156181296";="14";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="10070984176";="18";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="BMX Race"
="10133381448";="11";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10156181805";="5";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10156118854";="4";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Baby Vélo";="";="BMX Race"
="10158333282";="12";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10157027826";="6";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10146480185";="6";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10157625384";="54";="F";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Arbitre ecole vélo - BMX";="";="BMX Race"
="10155914548";="6";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10133666586";="10";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10145611532";="6";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10070983570";="22";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="BMX Race"
="10057685274";="21";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="2";="BMX Race"
="10057494106";="14";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="10076334334";="16";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="BMX Race"
="10121444687";="7";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10085441624";="11";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10145504933";="7";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10158333080";="41";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Arbitre ecole vélo - BMX";="";="BMX Race"
="10157028028";="4";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Baby Vélo";="";="BMX Race"
="10097558237";="12";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10156577885";="10";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10066290992";="13";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="10156577784";="4";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Baby Vélo";="";="BMX Race"
="10130178428";="7";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10057276157";="13";="F";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="10121206029";="9";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10056961717";="16";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="BMX Race"
="10146043281";="11";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10097558136";="12";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10156116329";="9";="F";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10078168846";="47";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Arbitre ecole vélo - BMX";="";="BMX Race"
="10149356540";="40";="F";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="4";="BMX Race"
="10156314571";="4";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Baby Vélo";="";="BMX Race"
="10156181502";="6";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10120849654";="8";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10098085168";="14";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="10156576673";="5";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Freestyle"
="10156117238";="5";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10057824714";="14";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="10157625485";="40";="F";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="BMX Race"
="10069569592";="44";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Arbitre ecole vélo - BMX";="";="BMX Race"
="10156117642";="7";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10066290790";="16";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="BMX Race"
="10057493702";="13";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="10156118652";="5";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10156780171";="31";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="BMX Race"
="10056720227";="24";="F";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Elite";="";="BMX Race"
="10156117137";="3";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Baby Vélo";="";="BMX Freestyle"
="10097558540";="20";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="BMX Race"
="10145611633";="7";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10156119359";="13";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="10156576774";="14";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="10157027927";="5";="F";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10156181704";="7";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10156651344";="9";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10056722651";="19";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Elite";="";="BMX Race"
="10063909846";="15";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="BMX Race"
="10145861914";="11";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10156181300";="6";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10156314773";="11";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10145344073";="7";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10057080440";="16";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="BMX Race"
="10156315177";="7";="F";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10133534123";="8";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10136609730";="6";="F";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10057976476";="13";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="10099762359";="17";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="BMX Race"
="10133458947";="10";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10155637490";="7";="F";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10156119460";="12";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10072593568";="11";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10098178532";="10";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10108390713";="11";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10156576572";="13";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="10157625182";="55";="F";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Encadrement";="Dirigeant";="BMX Race"
="10057248572";="19";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="BMX Race"
="10160408476";="40";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Arbitre ecole vélo - BMX";="";="BMX Race"
="10133534426";="13";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="10057080541";="20";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="BMX Race"
="10056665663";="24";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="BMX Race"
="10155456224";="7";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10056642627";="24";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="1";="BMX Race"
="10156314874";="44";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="BMX Race"
="10155637389";="7";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10156651243";="11";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10057335569";="15";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="BMX Race"
="10097558338";="12";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10156314369";="14";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="10145862116";="5";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10156117945";="17";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="BMX Race"
="10150591167";="36";="F";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="BMX Race"
="10056993342";="18";="F";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Elite";="";="BMX Race"
="10056874518";="17";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Elite";="";="BMX Race"
="10056872090";="19";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Elite";="";="BMX Race"
="10120849452";="11";="F";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10135296287";="11";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U13";="";="BMX Race"
="10068445709";="14";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="10156181401";="9";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10156651445";="14";="F";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="10057003042";="17";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="2";="BMX Race"
="10157028129";="6";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10056705978";="23";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Elite";="";="BMX Race"
="10145344275";="14";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="BMX Race"
="10110304340";="9";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10155822194";="7";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10155914346";="9";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10099251592";="15";="F";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="BMX Race"
="10155914447";="6";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10155914245";="5";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U7";="";="BMX Race"
="10138448181";="43";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="BMX Race"
="10160761518";="44";="F";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Arbitre ecole vélo - BMX";="";="BMX Race"
="10133382256";="8";="F";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10156181195";="3";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Baby Vélo";="";="Pump Track"
="10156651546";="9";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U11";="";="BMX Race"
="10057094079";="16";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="BMX Race"
="10066293016";="25";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="BMX Race"
="10057461972";="15";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="BMX Race"
="10156115319";="7";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10155821790";="7";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10156119258";="8";="M";="FRA";="4142103";="ST ETIENNE BMX";="042";="CD LOIRE";="41";="AUVERGNE-RHONE-ALPES";="2025";="U9";="";="BMX Race"
="10110096701";="18";="M";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="Route"
="10123662250";="15";="M";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="Route"
="10124621338";="66";="M";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="10090282934";="75";="M";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Assistance Organisation";="Chauffeur";="Route"
="10156524133";="17";="M";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="Route"
="10136396229";="16";="M";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U17";="";="Route"
="10070223637";="21";="M";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="2";="Route"
="10134018012";="65";="M";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="10066440334";="20";="M";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Open";="3";="Route"
="10160470013";="21";="M";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="Route"
="10107281879";="63";="M";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="4";="Route"
="10026389034";="64";="M";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="10026320124";="71";="M";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="10025932932";="77";="M";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="10100634854";="13";="M";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="Route"
="";="56";="M";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Pass Assistance Organisation";="";="Route"
="10143899783";="18";="M";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="Route"
="10092878187";="69";="M";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="";="63";="F";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Pass Assistance Organisation";="";="Route"
="10067227246";="14";="M";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="Route"
="10100795209";="17";="M";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="Route"
="10027417941";="73";="M";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="Route"
="10146547883";="14";="M";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="Route"
="10133472586";="17";="F";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Loisir";="";="Route"
="10026337100";="77";="M";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="10026743486";="60";="M";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Epreuves de masse";="";="Route"
="10145573035";="13";="M";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="U15";="";="Route"
="10025981836";="51";="M";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="4";="Route"
="10116843756";="18";="F";="FRA";="4126033";="SJVC MONTELIMAR";="026";="CD DRÔME";="41";="AUVERGNE-RHONE-ALPES";="2025";="Access";="1";="Route"
